Word,English translation,Word class,Imageability (level),Imageability,Subjective AoA (level),Subjective AoA,Usage frequency (level),Usage frequency,Usage frequency per million words,No. phonological neighbours (level),No. phonological neighbours,Phonological neighbourhood density (level),Phonological neighbourhood density,Phonological neighbours,No. letters,No. sounds,No. syllables,Derivation?,Compound?,First sound fricative?,Starts in consonant cluster?,Grammatical gender,Mainly used in plural?,Mass noun?,Valency,Transitivity,Multi-word phrase?
å dytte,to push,verb,medium,5.984809034,early,3.280701754,medium,7856,11.22285714,many,24,high,2213047,"dette (3005), bytte (53), nytte (31), byttet (25), hytte (17), lytte (14), dyttet (4), dytter (3), dykke (2), skytte (<1), dyttes (<1), dyppe (<1), dytta (<1), dysse (<1), dynge (<1), ytte (<1), dutte (<1), dylle (<1), dydde (<1), sytte (<1), kytte (<1), gytte (<1), lydte (<1), tytte (<1), rytte (<1), mytte (<1)",5,4,2,FALSE,FALSE,FALSE,FALSE,,,,2,transitive,FALSE
å eksistere,,verb,low,3.04,,,medium,29613,42.30428571,few,3,medium,20414,"eksisterer (24), eksisterte (4), eksister (<1)",9,9,4,FALSE,FALSE,FALSE,FALSE,,,,,,FALSE
å elske,,verb,medium,5.45,,,high,56843,81.20428571,some,8,medium,78004,"elsker (68), eldste (23), elsket (14), eske (3), elska (<1), elskes (<1), ilske (<1), velske (<1)",5,5,2,FALSE,FALSE,FALSE,FALSE,,,,,alternating,FALSE
å ende,to end,verb,low,3.398268329,late,8.333333333,high,85091,121.5585714,many,31,high,1873513,"denne (1559), henne (244), inne (169), ene (127), sende (89), ennå (85), endte (54), emne (49), evne (43), ender (43), kjenne (41), ende (31), hende (27), onde (17), n. (17), emnet (16), enden (14), vende (11), venne (4), elle (4), renne (4), tenne (4), dennes (2), monte (2), unne (2), egge (1), esse (<1), ebbe (<1), ente (<1), enge (<1), lende (<1), penne (<1), ense (<1), ætte (<1), n-te (<1), lendet (<1), skjenne (<1), bende (<1), nenne (<1), skjende (<1), kjennet (<1), n-er (<1), onne (<1), hendet (<1)",4,3,2,FALSE,FALSE,FALSE,FALSE,,,,1,intransitive,FALSE
å endre,to change,verb,low,3.061811895,late,7.857142857,high,118494,169.2771429,some,8,high,1219658,"andre (1531), endret (118), indre (44), endres (20), endrer (20), undre (2), entre (2), endra (1)",5,5,2,FALSE,FALSE,FALSE,FALSE,,,,1,alternating,FALSE
å ense,to notice/to heed,verb,low,3.575051613,late,9.727272727,low,851,1.215714286,some,15,medium,79032,"endte (54), ende (31), n. (17), rense (4), enste (<1), esse (<1), ente (<1), unse (<1), exe (<1), enset (<1), enser (<1), ounce (<1), lense (<1), pense (<1), etse (<1), n-te (<1), ekse (<1), handse (<1), ensa (<1), enses (<1)",4,4,2,FALSE,FALSE,FALSE,FALSE,,,,2,transitive,FALSE
å erklære,,verb,low,3.65,,,medium,11533,16.47571429,some,4,medium,7068,"erklærte (6), erklærer (3), erklæres (<1), erklær (<1)",7,7,3,FALSE,FALSE,FALSE,FALSE,,,,,transitive,FALSE
å ete,to eat,verb,medium,6.518083024,medium,4.692307692,medium,3369,4.812857143,many,19,high,305756,"ute (239), ene (127), lete (22), hete (11), yte (9), fete (6), sete (5), setet (4), hvete (3), eter (2), eve (1), este (<1), ente (<1), åte (<1), gjete (<1), ese (<1), bete (<1), vete (<1), væte (<1), ætte (<1), åtet (<1), etes (<1), æve (<1), læte (<1)",3,3,2,FALSE,FALSE,FALSE,FALSE,,,,1,alternating,FALSE
å evne,to be able to/to be capable of,verb,low,2.893029318,late,10.41666667,medium,5713,8.161428571,some,12,medium,131138,"emne (49), nevne (33), ende (31), evner (18), evnen (16), emnet (16), jevne (15), evje (2), hevne (1), evnet (1), revne (<1), evna (<1), levne (<1)",4,4,2,FALSE,FALSE,FALSE,FALSE,,,,2,transitive,FALSE
å få,to get,verb,low,4.192246678,early,2.785714286,high,2396706,3423.865714,many,26,high,40255377,"og (23064), på (13673), å (11616), så (3760), nå (1747), må (1634), får (1249), gå (532), lå (78), frå (41), då (26), rå (17), fy (10), sjå (10), fa (8), såg (7), fås (5), tå (4), fe (3), hå (2), fø (2), låg (2), flå (2), fei (1), hvo (<1), vå (<1), forn (<1), kå (<1), ljå (<1), føy (<1), skjå (<1)",2,2,1,FALSE,FALSE,TRUE,FALSE,,,,2,transitive,FALSE
å få til,to manage,verb,low,3.573039191,medium,4.7,high,42757,61.08142857,no info,,,,no info,6,6,2,FALSE,FALSE,TRUE,FALSE,,,,2,transitive,TRUE
å fable,to fable,verb,low,3.918435769,late,11.5,low,614,0.877142857,some,5,low,788,"fabler (<1), sable (<1), fablet (<1), fables (<1), fabla (<1)",5,5,2,TRUE,FALSE,TRUE,FALSE,,,,1,intransitive,FALSE
å falle,to fall,verb,medium,5.644795598,early,3.245614035,high,108341,154.7728571,many,35,high,1477318,"alle (1575), følge (217), faller (66), kalle (47), fulle (32), fylle (27), fanget (24), halve (19), kalde (19), fange (18), false (14), valle (9), fallet (8), fatte (8), felle (5), halle (4), avfallet (2), galle (1), farse (1), fallen (1), balle (1), fille (<1), farte (<1), malle (<1), folde (<1), talle (<1), falder (<1), følle (<1), fakke (<1), faldet (<1), fatle (<1), falme (<1), lalle (<1), famle (<1), ralle (<1), gjalle (<1), folle (<1), falte (<1), falda (<1), fasle (<1)",5,4,2,FALSE,FALSE,TRUE,FALSE,,,,1,intransitive,FALSE
å fantasere,to fantasize/to rave,verb,medium,4.552510258,medium,7.428571429,medium,2022,2.888571429,some,4,low,1115,"fantaserer (1), fantaserte (<1), fantaser (<1), fantaseres (<1)",9,9,4,TRUE,FALSE,TRUE,FALSE,,,,1,intransitive,FALSE
å fare,to travel,verb,low,3.875918255,late,9.642857143,medium,19549,27.92714286,many,26,high,1356287,"bare (1423), fire (221), føre (88), vare (57), faren (49), harde (21), fase (18), rare (15), feire (12), farer (6), fore (4), hare (3), fyre (3), fane (1), kare (1), mare (1), fure (1), tare (1), føret (<1), fate (<1), fôre (<1), fade (<1), farte (<1), flare (<1), karde (<1), faret (<1), farne (<1), ferde (<1), jare (<1)",4,4,2,FALSE,FALSE,TRUE,FALSE,,,,1,alternating,FALSE
å fargelegge,to colour,verb,medium,5.921739666,early,3.642857143,low,631,0.901428571,no info,,,,no info,10,10,4,FALSE,TRUE,TRUE,FALSE,,,,1,alternating,FALSE
å feie,to sweep,verb,medium,5.937237915,medium,4.872727273,medium,5521,7.887142857,many,20,medium,62220,"leie (27), eie (16), feire (12), veie (5), feite (3), skeie (3), feile (2), feige (2), feide (2), heie (2), føye (2), feier (2), eiet (1), seige (1), leiet (<1), feies (<1), feiet (<1), meie (<1), neie (<1), reie (<1), feia (<1)",4,3,2,FALSE,FALSE,TRUE,FALSE,,,,1,alternating,FALSE
å feile,to err/to make a mistake,verb,low,3.612293654,medium,7.5,medium,7209,10.29857143,many,22,medium,64137,"føle (35), feire (12), heile (10), seile (5), feiler (4), file (4), feite (3), feige (2), feide (2), feilet (2), fæle (2), feie (2), fele (<1), peile (<1), feila (<1), feilte (<1), fole (<1), fule (<1), segle (<1), beile (<1), feiles (<1), veile (<1), geile (<1), reile (<1)",5,4,2,FALSE,FALSE,TRUE,FALSE,,,,1,intransitive,FALSE
å feire,,verb,medium,5.58,,,medium,28620,40.88571429,many,22,high,301126,"fire (221), føre (88), fare (53), feirer (12), feiret (11), seire (7), fore (4), leire (4), feires (4), feite (3), fyre (3), feile (2), feige (2), feide (2), feie (2), fure (1), føret (<1), fôre (<1), feira (<1), feiere (<1), eire (<1), ferde (<1), heire (<1)",5,4,2,FALSE,FALSE,TRUE,FALSE,,,,,alternating,FALSE
å fekte,to fence,verb,medium,6.185210774,medium,6.615384615,low,374,0.534285714,many,21,medium,79039,"ekte (44), femte (17), festet (13), feste (12), nekte (11), lekte (7), felte (2), uekte (1), vekte (<1), hekte (<1), fukte (<1), dekte (<1), fekter (<1), fektet (<1), sjekte (<1), rekte (<1), tekte (<1), fakte (<1), fektes (<1), fekta (<1), fengte (<1), flekte (<1), rekkte (<1)",5,5,2,FALSE,FALSE,TRUE,FALSE,,,,1,alternating,FALSE
å fikse,to fix,verb,medium,5.114501949,medium,6.071428571,medium,16730,23.9,some,11,medium,12549,"fikset (7), fikser (5), fiksa (1), fikses (1), mikse (<1), fikle (<1), fakse (<1), ufikse (<1), rikse (<1), bikse (<1)",5,5,2,FALSE,FALSE,TRUE,FALSE,,,,2,transitive,FALSE
å file,to file,verb,medium,5.233153799,medium,7.087719298,medium,7208,10.29714286,many,24,high,267202,"fire (221), fine (72), føle (35), filer (18), hvile (14), feile (2), mile (2), fila (2), fæle (2), files (2), kile (1), fele (<1), sile (<1), filet (<1), ile (<1), fille (<1), pile (<1), bile (<1), fise (<1), fole (<1), tile (<1), firte (<1), filte (<1), fike (<1), fule (<1), tilet (<1)",4,4,2,TRUE,FALSE,TRUE,FALSE,,,,1,alternating,FALSE
å filme,to film,verb,medium,6.276778458,medium,6.785714286,medium,16328,23.32571429,some,6,medium,58191,"filmer (72), filmet (8), filma (<1), filmes (<1), fille (<1), falme (<1)",5,5,2,TRUE,FALSE,TRUE,FALSE,,,,1,alternating,FALSE
å fingre med,to tamper with,verb,medium,4.931698577,late,8.3,low,110,0.157142857,no info,,,,no info,10,8,3,TRUE,FALSE,TRUE,FALSE,,,,1,intransitive,TRUE
å finne,to find,verb,low,4.301197534,early,2.857142857,high,551965,788.5214286,many,22,high,730475,"finnes (340), finner (304), inne (169), fine (72), vinne (61), minne (32), tine (12), minnet (12), sinne (10), binde (8), sinnet (4), pinne (3), fitte (2), skinne (2), finnen (1), linde (1), finte (<1), hinne (<1), fille (<1), vinde (<1), binne (<1), finnet (<1), linne (<1), fonne (<1), kinne (<1), rinne (<1), fiffe (<1)",5,4,2,FALSE,FALSE,TRUE,FALSE,,,,2,transitive,FALSE
å fiske,to fish,verb,medium,6.497335743,early,3.796296296,medium,20494,29.27714286,some,16,medium,48666,"friske (22), fisker (16), fisket (13), finske (10), fiskes (1), fiska (1), piske (1), hviske (<1), viske (<1), diske (<1), fuske (<1), tiske (<1), riske (<1), fisle (<1), biske (<1), finke (<1)",5,5,2,TRUE,FALSE,TRUE,FALSE,,,,1,alternating,FALSE
å flagge,to flag,verb,medium,6.099397931,late,7.928571429,medium,3251,4.644285714,some,12,medium,13303,"flagget (7), flagget (7), flamme (2), flagger (1), flagges (<1), flagre (<1), flasse (<1), lagge (<1), flagga (<1), flage (<1), flakke (<1), slagge (<1)",6,5,2,TRUE,FALSE,TRUE,TRUE,,,,1,intransitive,FALSE
å flagre,to flutter/to flap,verb,medium,5.46158831,late,9.428571429,low,710,1.014285714,some,5,low,1594,"flagge (1), flagrer (<1), flagret (<1), flagra (<1)",6,6,2,FALSE,FALSE,TRUE,TRUE,,,,1,intransitive,FALSE
å flakse,to flap,verb,medium,5.584173539,medium,6.071428571,low,769,1.098571429,some,11,low,1318,"flakser (<1), flakset (<1), flakset (<1), fakse (<1), flasse (<1), flakne (<1), flaksa (<1), flekse (<1), flakke (<1), flokse (<1), flakses (<1)",6,6,2,FALSE,FALSE,TRUE,TRUE,,,,1,intransitive,FALSE
å flaske seg,to work out,verb,low,2.962201406,late,12.4,low,48,0.068571429,no info,,,,no info,10,9,3,FALSE,FALSE,TRUE,TRUE,,,,1,intransitive,TRUE
å flette,to braid/to plait,verb,medium,6.171145955,medium,6,medium,2129,3.041428571,some,18,medium,98064,"flotte (52), flytte (47), lette (24), slette (11), flettet (1), fletter (<1), fletta (<1), flettes (<1), flenge (<1), flekke (<1), glette (<1), frette (<1), fløtte (<1), fletten (<1), plette (<1), flekte (<1)",6,5,2,FALSE,FALSE,TRUE,TRUE,,,,2,transitive,FALSE
å flire,to giggle/to laugh,verb,medium,6.127009403,medium,6.142857143,medium,2050,2.928571429,some,13,medium,157939,"fire (221), flirer (1), lire (1), flirte (<1), flare (<1), slire (<1), fliret (<1), flise (<1), flære (<1), fliren (<1), flires (<1), glire (<1)",5,5,2,FALSE,FALSE,TRUE,TRUE,,,,1,intransitive,FALSE
å flokke seg,to flock ,verb,medium,5.305028051,late,10.25,low,520,0.742857143,no info,,,,no info,10,8,3,TRUE,FALSE,TRUE,TRUE,,,,2,transitive,TRUE
å flomme,to flood,verb,medium,5.4293253,late,8.461538462,medium,2131,3.044285714,some,10,medium,41806,"flotte (52), flamme (2), flommer (2), flommet (<1), fromme (<1), flådde (<1), floppe (<1), flokke (<1), flømme (<1), flomma (<1)",6,5,2,TRUE,FALSE,TRUE,TRUE,,,,1,intransitive,FALSE
å fløyte,to blow a whistle,verb,medium,5.537722714,medium,6.62962963,low,199,0.284285714,some,12,medium,15023,"flate (9), fløte (3), flyte (3), flåte (2), fløyta (1), fløyten (<1), fløyter (<1), fløytet (<1), fløytet (<1), bløyte (<1), fløytes (<1)",6,5,2,TRUE,FALSE,TRUE,TRUE,,,,1,alternating,FALSE
å fly,to fly,verb,medium,6.344683492,early,3.392857143,medium,33755,48.22142857,some,17,medium,66393,"flyet (24), flyr (17), fy (10), fløy (10), flo (7), flyt (6), flau (6), ly (3), bly (2), flå (2), flys (<1), flu (<1), flot (<1), sly (<1), flø (<1), fli (<1), flya (<1)",3,3,1,FALSE,FALSE,TRUE,TRUE,,,,1,alternating,FALSE
å flyte,to float,verb,medium,6.071956219,medium,4.785714286,medium,10018,14.31142857,some,8,medium,45962,"flytte (47), flate (9), fløte (3), flåte (2), fløyte (1), lyte (<1), flyve (<1), flyge (<1), lytet (<1)",5,5,2,FALSE,FALSE,TRUE,TRUE,,,,1,intransitive,FALSE
å flytte,to move,verb,medium,5.607053956,medium,5.083333333,high,95784,136.8342857,some,11,medium,120832,"flyttet (53), flotte (52), flytter (27), lytte (14), flyttes (10), flykte (5), flytta (4), flyte (3), flette (<1), fløtte (<1), flydde (<1), lydte (<1)",6,5,2,FALSE,FALSE,TRUE,TRUE,,,,1,alternating,FALSE
å fnise,to giggle,verb,medium,6.182979185,medium,6.769230769,low,1126,1.608571429,some,11,low,1323,"fniste (<1), fniser (<1), frise (<1), fise (<1), fnyse (<1), nise (<1), flise (<1), knise (<1), fnises (<1), fniset (<1), fniset (<1)",5,5,2,FALSE,FALSE,TRUE,TRUE,,,,1,intransitive,FALSE
å føde,to give birth,verb,high,6.61855339,medium,6,high,60781,86.83,some,16,medium,187112,"føre (88), døde (82), førte (43), føle (35), øde (4), jøde (3), feide (2), føder (2), føden (1), føret (<1), fade (<1), møde (<1), føyde (<1), fødde (<1), føne (<1), føda (<1), nøde (<1), ødet (<1), gjøde (<1), føydde (<1)",4,4,2,FALSE,FALSE,TRUE,FALSE,,,,1,alternating,FALSE
å folde,to fold,verb,medium,4.962106094,medium,7.545454545,low,1528,2.182857143,many,31,high,452251,"følge (217), holde (195), rolle (87), molde (33), fulle (32), fylle (27), falle (26), felle (5), fosse (4), bolle (3), folder (2), forte (1), olle (1), fortet (1), kolle (1), jolle (<1), foldet (<1), fille (<1), folla (<1), volde (<1), følle (<1), falde (<1), golde (<1), foldes (<1), tolle (<1), forre (<1), fonne (<1), forse (<1), folda (<1), skjolde (<1), fjolle (<1), sålde (<1), follet (<1), follet (<1), fåtte (<1), foller (<1), folne (<1)",5,4,2,FALSE,FALSE,TRUE,FALSE,,,,2,transitive,FALSE
å føle,to feel,verb,low,4.293947142,medium,5.357142857,high,127457,182.0814286,many,20,high,400700,"følge (217), føler (135), føre (88), førte (43), følte (36), føles (27), føde (6), file (4), feile (2), fæle (2), kjøle (2), nøle (1), søle (1), fele (<1), føret (<1), bøle (<1), følle (<1), fole (<1), føne (<1), fule (<1), bølet (<1), vøle (<1), røle (<1)",4,4,2,FALSE,FALSE,TRUE,FALSE,,,,1,alternating,FALSE
å følge,to follow,verb,low,4.32234282,medium,5.142857143,high,239032,341.4742857,many,21,high,371458,"følge (217), følger (153), føle (35), fulle (32), fylle (27), falle (26), følges (16), fødte (5), felle (5), følget (1), føllet (1), føllet (1), mølle (1), følgje (<1), kølle (<1), bølle (<1), fille (<1), folde (<1), falde (<1), fødde (<1), føller (<1), følet (<1), følla (<1), folle (<1), føtte (<1), følgjet (<1), øle (<1), pølle (<1), føydde (<1)",5,4,2,FALSE,FALSE,TRUE,FALSE,,,,1,alternating,FALSE
å følge etter,,verb,medium,5.65,,,medium,5635,8.05,no info,,,,no info,11,no info,no info,,,,,,,,,,TRUE
å føne,to blow-dry,verb,medium,6.147393385,medium,6.933333333,low,186,0.265714286,some,18,medium,176051,"føre (88), fine (72), førte (43), føle (35), føde (6), fane (1), høne (1), føret (<1), mønet (<1), møne (<1), føner (<1), fønet (<1), løne (<1), fønes (<1), føna (<1), fønte (<1)",4,4,2,TRUE,FALSE,TRUE,FALSE,,,,2,transitive,FALSE
å forandre,to change,verb,low,3.734483204,medium,6.307692308,high,36653,52.36142857,some,6,medium,25400,"forandret (18), forandrer (10), forandres (4), forundre (2), forandra (<1), forandr (<1)",8,8,3,TRUE,FALSE,TRUE,FALSE,,,,1,alternating,FALSE
å forårsake,,verb,low,2.93,,,medium,16571,23.67285714,some,5,medium,11965,"forårsaket (10), forårsaker (5), forårsakes (<1), forårsaka (<1), forårsak (<1)",9,8,4,TRUE,FALSE,TRUE,FALSE,,,,,transitive,FALSE
å føre,to lead,verb,medium,4.686030238,late,8.3,high,174321,249.03,many,27,high,940454,"gjøre (609), fire (221), høre (110), fører (82), kjøre (80), fare (53), førte (43), føle (35), øre (21), møre (13), føres (13), feire (12), øret (10), røre (7), føde (6), uføre (4), fore (4), fyre (3), røret (3), skjøre (1), søre (1), fure (1), fôre (<1), vøre (<1), nøre (<1), børe (<1), føne (<1), fjøre (<1), ferde (<1), vørde (<1)",4,4,2,FALSE,FALSE,TRUE,FALSE,,,,1,alternating,FALSE
å foregå,to happen,verb,low,2.697590059,late,10.5,high,49687,70.98142857,few,2,medium,30030,"foregår (42), forega (<1)",6,6,3,TRUE,FALSE,TRUE,FALSE,,,,1,intransitive,FALSE
å forestille,to imagine,verb,low,3.648706201,late,8.363636364,medium,8342,11.91714286,some,4,medium,3714,"forestiller (2), forestilt (1), forestill (<1), forestilte (<1)",10,9,4,TRUE,FALSE,TRUE,FALSE,,,,3,ditransitive,FALSE
å forklare,to explain,verb,medium,4.512542263,medium,6,high,75026,107.18,some,5,medium,40541,"forklarer (39), forklarte (9), forklares (6), forklar (2), forklaret (<1)",8,8,3,TRUE,FALSE,TRUE,FALSE,,,,1,alternating,FALSE
å forme,to shape,verb,medium,4.850488897,medium,5.692307692,medium,16142,23.06,some,10,medium,129401,"forrige (126), former (37), formue (10), formet (6), formes (1), forma (<1), forre (<1), orme (<1), ferme (<1), dorme (<1)",5,5,2,TRUE,FALSE,TRUE,FALSE,,,,2,transitive,FALSE
å forstå,to understand,verb,low,3.684746925,medium,5.636363636,high,139589,199.4128571,some,7,medium,68413,"forstår (71), forsto (9), forstås (8), forstod (7), forså (<1), forslå (<1), forsmå (<1), forstu (<1)",6,5,2,TRUE,FALSE,TRUE,FALSE,,,,1,alternating,FALSE
å forsvinne,to disappear,verb,low,4.070560416,medium,4.714285714,high,59997,85.71,few,3,medium,25222,"forsvinner (34), forsvinn (1), forsvundne (<1)",9,7,3,TRUE,FALSE,TRUE,FALSE,,,,1,intransitive,FALSE
å forsyne seg,to serve oneself,verb,medium,5.93033692,medium,5.285714286,medium,2354,3.362857143,no info,,,,no info,11,10,4,TRUE,FALSE,TRUE,FALSE,,,,2,transitive,TRUE
å forte seg,to hurry,verb,medium,5.044490561,medium,4.090909091,low,151,0.215714286,no info,,,,no info,9,7,3,TRUE,FALSE,TRUE,FALSE,,,,2,transitive,TRUE
å fortelle,to tell,verb,medium,4.757464069,early,3.071428571,high,219480,313.5428571,some,5,medium,132226,"forteller (174), fortell (9), fortelles (4), fortolle (<1), fortette (<1)",8,6,3,TRUE,FALSE,TRUE,FALSE,,,,1,alternating,FALSE
å fortsette,to continue,verb,low,3.984330685,medium,5.714285714,high,154963,221.3757143,some,4,medium,92856,"fortsetter (94), fortsatte (28), fortsett (8), fortsettes (<1)",9,7,3,FALSE,FALSE,TRUE,FALSE,,,,1,alternating,FALSE
å forvente,to expect,verb,low,3.364613658,late,9.153846154,high,70016,100.0228571,some,8,medium,60089,"forventet (34), forventer (31), forventes (16), forvent (1), forventa (1), forrente (<1), forvelte (<1)",8,8,3,TRUE,FALSE,TRUE,FALSE,,,,2,transitive,FALSE
å fosse,to cascade/to gush,verb,medium,5.127430336,late,8.461538462,medium,2072,2.96,some,14,medium,5645,"fosser (2), forte (1), fortet (1), fosset (<1), folde (<1), losse (<1), forre (<1), fonne (<1), forse (<1), fossa (<1), rosse (<1), folle (<1), tosse (<1), fåtte (<1), fusse (<1)",5,4,2,TRUE,FALSE,TRUE,FALSE,,,,1,intransitive,FALSE
å fotografere,to photograph/to take a photo,verb,medium,6.307844732,medium,5.784313725,medium,10886,15.55142857,some,4,medium,8515,"fotografer (7), fotograferer (2), fotograferte (1), fotograferes (<1)",11,11,5,TRUE,FALSE,TRUE,FALSE,,,,1,alternating,FALSE
å fremme,,verb,low,3.1,,,medium,32146,45.92285714,some,14,medium,35795,"fremmet (12), fremmed (11), fremmer (11), framme (4), fremmes (4), frekke (3), fremre (1), fromme (<1), fremma (<1), frette (<1), gremme (<1), fremmend (<1), tremme (<1), bremme (<1)",6,5,2,FALSE,FALSE,TRUE,TRUE,,,,,transitive,FALSE
å friste,to tempt,verb,low,4.012548939,medium,7,medium,12797,18.28142857,some,12,medium,36835,"friske (22), frister (10), fristet (5), triste (5), riste (3), fristes (1), freste (<1), briste (<1), driste (<1), frista (<1), fritte (<1), vriste (<1)",6,6,2,FALSE,FALSE,TRUE,TRUE,,,,2,transitive,FALSE
å frykte,to fear,verb,low,4.486759673,medium,6.692307692,medium,32813,46.87571429,some,9,medium,57811,"frykter (43), rykte (10), fryktet (10), flykte (5), frakte (4), trykte (3), ryktet (3), fryktes (1), frykta (<1)",6,6,2,FALSE,FALSE,TRUE,TRUE,,,,1,alternating,FALSE
å fryse,to freeze,verb,medium,5.663920444,early,3.230769231,medium,9594,13.70571429,some,10,medium,7047,"fryser (5), fryses (1), frese (<1), frase (<1), fryde (<1), frise (<1), fryste (<1), fnyse (<1), fyse (<1), frøse (<1)",5,5,2,FALSE,FALSE,TRUE,TRUE,,,,1,alternating,FALSE
